PORT_NAME,CNTR_CODE3,LONGITUDE,LATITUDE
BAJO GRANDE,VEN,-71.633333,10.516667
CABO ROJO,DOM,-71.655101,17.925435
PEPILLO SALCEDO,HTI,-71.75,19.7
COLONCHA,VEN,-71.7521,9.203133868
FORT LIBERTE,HTI,-71.8337,19.666834
PORTNEUF HARBOR,CAN,-71.87514723,46.68388889
CALETA MINA ELENA,CHL,-71.9,-52.683333
STONINGTON,USA,-71.9,41.333333
MONTAUK HARBOR,USA,-71.933333,41.066667
MARICOURT,CAN,-71.95,61.6
MYSTIC,USA,-71.966667,41.35
PUERTO BOLIVAR,COL,-71.968569,12.224614
NOANK,USA,-71.983333,41.316667
PUERTO DE MOLLENDO,PER,-72.01024735,-17.03111111
MOLLENDO,PER,-72.017924,-17.027601
NEW LONDON,USA,-72.083333,41.35
MATARANI,PER,-72.10884,-17.001669
BAHIA DE MATARANI,PER,-72.116667,-17
CAP-HAITIEN,HTI,-72.1922,19.75953387
CAP HAITIEN,HTI,-72.2,19.766667
PROVIDENCIALES,TCA,-72.2288208,21.78747559
PORT-AU-PRINCE,HTI,-72.34769235,18.55614886
PORT AU PRINCE,HTI,-72.35,18.55
LAFITEAU,HTI,-72.353312,18.694767
GREENPORT HARBOR,USA,-72.35565371,41.10333333
GREENPORT,USA,-72.366667,41.1
BECANCOUR,CAN,-72.3794,46.392834
ESSEX,USA,-72.383333,41.35
PORT DE BECANCOUR,CAN,-72.383333,46.4
FOND MOMBIN,HTI,-72.4616,18.756334
PUERTO NATALES,CHL,-72.5097,-51.739966
CLINTON,USA,-72.5211,41.26753387
JACMEL,HTI,-72.533333,18.233333
PORT OF TROIS-RIVIERES,CAN,-72.53898704,46.33583333
TROIS RIVIERES,CAN,-72.55,46.35
TROIS-RIVIERES (THREE RIVERS),CAN,-72.552,46.363234
NORTHVILLE (RIVERHEAD),USA,-72.6429,40.98053387
SAINT-MARC,HTI,-72.697548,19.108931
GONAIVES,HTI,-72.7,19.45
PORT OF SAINT MARC,HTI,-72.70176678,19.10944444
PORT-DE-PAIX,HTI,-72.831214,19.939679
PUERTO CHACABUCO,CHL,-72.833333,-45.466667
CHACABUCO,CHL,-72.8341,-45.477066
PETIT GOAVE,HTI,-72.866667,18.433333
RIOHACHA,COL,-72.914989,11.550452
NEW HAVEN,USA,-72.916667,41.233333
PUERTO MONTT,CHL,-72.9494,-41.482266
PORT OF MONTT,CHL,-72.95441696,-41.48361111
TOME,CHL,-72.9633,-36.620166
LIRQUEN,CHL,-72.9802,-36.699866
PENCO,CHL,-73,-36.716667
PATCHOGUE,USA,-73.016667,40.75
PORT JEFFERSON HARBOR,USA,-73.07020024,40.95111111
MIRAGOANE,HTI,-73.083333,18.45
PORT JEFFERSON,USA,-73.083333,40.95
TALCAHUANO,CHL,-73.0968,-36.680166
TALCA,CHL,-73.0982,-36.690566
PORT OF CALBUCO,CHL,-73.12638398,-41.77138889
SAN VICENTE,CHL,-73.1296,-36.728566
SOREL,CAN,-73.131,46.051834
UNKNOWN_859,HTI,-73.131523,18.473911
UNKNOWN_867,HTI,-73.13152314,18.47391061
CORONEL,CHL,-73.1603,-37.029566
LOTA,CHL,-73.1617,-37.101766
BAHIA SAN VICENTE,CHL,-73.166667,-36.733333
BRIDGEPORT,USA,-73.183333,41.166667
TRACY,CAN,-73.187,46.021334
CONTRECOUR,CAN,-73.2,45.883333
CONTRECOEUR,CAN,-73.2199,45.884734
PORT OF VALDIVIA,CHL,-73.22656066,-39.81666667
UNKNOWN_2822,PER,-73.23,-3.75
IQUITOS,PER,-73.233333,-3.75
CONTRECOEUR HARBOR,CAN,-73.23810365,45.85638889
BAHIA DE VALDIVIA,CHL,-73.25,-39.8
SOUTHPORT,USA,-73.283333,41.133333
PORT OF NORTHPORT,USA,-73.354947,40.90277778
NORWALK,USA,-73.416667,41.1
CORRAL,CHL,-73.4248,-39.885366
PUERTO DE CORRAL,CHL,-73.433333,-39.866667
QUEMCHI,CHL,-73.4769,-42.142866
PUERTO QUEMCHI,CHL,-73.483333,-42.15
PETIT TROU DE NIPPES,HTI,-73.50225,18.52667
STAMFORD,USA,-73.55,41.033333
STAMPS,USA,-73.5501,41.04173387
MONTREAL,CAN,-73.55090332,45.50769043
ATICO,PER,-73.616196,-16.2296
PUERTO ATICO,PER,-73.62532391,-16.20861111
UNKNOWN_2898,CHL,-73.63,-43.13
BARADERES,HTI,-73.64237,18.49714
LACHINE,CAN,-73.6452,45.416534
LEBU,CHL,-73.6543,-37.596966
PORT CHESTER HARBOR,USA,-73.65547703,40.99111111
PORT CHESTER,USA,-73.666667,41
MATTHEW TOWN,BHS,-73.683333,20.95
TROY,USA,-73.7,42.733333
LES CAYES,HTI,-73.7416,18.19343387
RAMSEUR,USA,-73.7494,42.64353387
RENSSELAER,USA,-73.75,42.65
CASTRO,CHL,-73.7588,-42.486866
PUERTO CASTRO,CHL,-73.766667,-42.483333
CITY ISLAND,USA,-73.783333,40.85
PORT OF ANCUD,CHL,-73.82567727,-41.86861111
CATSKILL,USA,-73.85,42.216667
ALSEN,USA,-73.8738,42.22553387
BEAUHARNOIS,CAN,-73.883333,45.316667
CORAIL,HTI,-73.89286,18.56351
YONKERS,USA,-73.9,40.933333
SAUGERTIES,USA,-73.9438,42.07373387
POUGHKEEPSIE,USA,-73.95,41.7
KINGS MOUNTAIN,USA,-73.967,41.90083387
EDGEWATER,USA,-73.983333,40.816667
HARTSDALE,USA,-73.9963,40.71213387
BROOKLYN,USA,-74.016667,40.666667
NEW YORK CITY,USA,-74.016667,40.7
WEEHAWKEN,USA,-74.016667,40.766667
NEW YORK,USA,-74.02191162,40.69873047
JERSEY CITY,USA,-74.033333,40.716667
VAUDREUIL,CAN,-74.033333,45.4
PORT OF HACKENSACK,USA,-74.03404005,40.88527778
LEONARDO,USA,-74.066667,40.433333
TOMPKINSVILLE SI,USA,-74.066667,40.633333
OKA SUR LE LAC,CAN,-74.083333,45.466667
BARNEGAT,USA,-74.1,39.766667
JEREMIE,HTI,-74.1118,18.64853387
PORT RICHMOND SI,USA,-74.133333,40.65
HUDSON,CAN,-74.133333,45.466667
VALLEYFIELD,CAN,-74.1449,45.260634
NEWARK,USA,-74.15,40.7
CROOKED ISLAND,BHS,-74.1661,22.755934
MARINERS HARBOR SI,USA,-74.166667,40.633333
ELIZABETHPORT,USA,-74.183333,40.65
GRASSELLI,USA,-74.2,40.616667
BAYWAY,USA,-74.2,40.633333
COTEAU LANDING,CAN,-74.2,45.25
ST PLACIDE,CAN,-74.2,45.533333
SANTA MARTA,COL,-74.215709,11.249157
PUERTO PRODECO,COL,-74.216667,11.15
CHROME,USA,-74.216667,40.566667
CARTERET,USA,-74.216667,40.583333
POZOS COLORADOS,COL,-74.228874,11.108973
PORT READING,USA,-74.233333,40.566667
MAURER,USA,-74.25,40.533333
SEWAREN,USA,-74.25,40.55
ST ZOTIQUE,CAN,-74.25,45.25
SOUTH AMBOY,USA,-74.266667,40.483333
PERTH AMBOY,USA,-74.266667,40.5
ST ANDREWS EAST,CAN,-74.333333,45.566667
SAYREVILLE,USA,-74.366667,40.466667
ST ANICET,CAN,-74.366667,45.133333
CARILLON,CAN,-74.366667,45.566667
ATLANTIC CITY,USA,-74.416667,39.366667
ANSE-D'HAINAULT,HTI,-74.447479,18.486121
CHUTE A BLONDEAU,CAN,-74.466667,45.583333
SOUTH LANCASTER,CAN,-74.5,45.133333
BARACOA,CUB,-74.500945,20.351272
PUCALLPA,PER,-74.5185,-8.395766
COCKBURN TOWN,BHS,-74.533333,24.05
GRENVILLE,CAN,-74.6,45.633333
HAWKESBURY,CAN,-74.616667,45.616667
DECEPTION BAY,CAN,-74.7223,62.160234
CORNWALL,CAN,-74.7434,45.015034
BARRANQUILLA,COL,-74.759619,10.962879
TRENTON,USA,-74.766667,40.2
MASSENA,USA,-74.8272,44.96333387
BURLINGTON,USA,-74.866667,40.083333
FASSETT,CAN,-74.866667,45.65
CAPE MAY HARBOR,USA,-74.88775029,38.95083333
PUNTA GORDA,CUB,-74.8893,20.649117
UNKNOWN_880,CUB,-74.9,20.66
CAYO MOA GRANDE,CUB,-74.9,20.666667
MOA,CUB,-74.907921,20.654414
MONTEBELLO,CAN,-74.933333,45.65
PAPINEAUVILLE,CAN,-75.016667,45.616667
OCEAN CITY,USA,-75.083333,38.333333
GLOUCESTER MARINE TERMINAL,USA,-75.12267373,39.90361111
LEWES,USA,-75.131,38.77803387
PUERTO GUANTANAMO,CUB,-75.133333,19.983333
PHILADELPHIA,USA,-75.133333,39.95
GUANTANAMO BAY,CUB,-75.152182,19.993079
SAN JUAN,PER,-75.159929,-15.356474
WADDINGTON,USA,-75.1881,44.87793387
BAHIA SAN NICOLAS,PER,-75.233333,-15.25
PAULSBORO,USA,-75.25,39.85
BAHIA DE SAGUA DE TANAMO,CUB,-75.333333,20.683333
TANAMO,CUB,-75.33573,20.678643
CHESTER,USA,-75.35,39.85
CARDINAL,USA,-75.383333,44.783333
CUMBERLAND,CAN,-75.4,45.516667
MARCUS HOOK,USA,-75.416667,39.816667
MASSON,CAN,-75.416667,45.533333
UNKNOWN_609,USA,-75.46,44.73
LOWER LAKES TERMINAL,USA,-75.466667,44.733333
SALEM NJ,USA,-75.483333,39.666667
OGDENSBURG,USA,-75.5,44.7
MAMONAL,COL,-75.509769,10.326624
DEEPWATER POINT,USA,-75.516667,39.7
PRESCOTT,CAN,-75.5187,44.710834
THE PORT OF WILMINGTON,USA,-75.51984688,39.71666667
CAPE HATTERAS,USA,-75.5318,35.221634
EL BOSQUE,COL,-75.533333,10.4
NICARO,CUB,-75.55,20.716667
NEW CASTLE,USA,-75.566667,39.65
TOLU,COL,-75.586487,9.521769
PORT OF DELAWARE CITY,USA,-75.58881037,39.58361111
FELTON,CUB,-75.591841,20.727324
SALISBURY,USA,-75.6,38.366667
SUGLUK INLET,CAN,-75.633333,62.2
GATINEAU,CAN,-75.65,45.483333
MORRISTOWN,USA,-75.6568,44.58853387
BROCKVILLE,USA,-75.666667,44.583333
UNKNOWN_2715,COL,-75.68,9.41
COVENAS (COVENAS OFFSHORE),COL,-75.683333,9.416667
COVENAS,COL,-75.68333333,9.416666667
BANES,CUB,-75.704843,20.919224
OTTAWA,CAN,-75.7066,45.427534
MACABI,CUB,-75.722911,20.905406
COVENAS OFFSHORE TERMINAL,COL,-75.733333,9.5
COVENAS OFFSHORE TERM.,COL,-75.73333333,9.5
ANTILLA,CUB,-75.74249,20.824115
CHESAPEAKE,USA,-75.8045,39.521134
SANTIAGO DE CUBA,CUB,-75.838117,20.027259
ALEXANDRIA BAY,USA,-75.916667,44.333333
PUERTO VITA,CUB,-75.95,21.083333
UNKNOWN_2785,BHS,-75.95194876,24.57396956
VITA,CUB,-75.952807,21.076622
CAPE CHARLES,USA,-76.016667,37.266667
PORT CAPE CHARLES,USA,-76.01896349,37.265
CLAYTON,USA,-76.05,44.233333
CAMBRIDGE,USA,-76.0705,38.56733387
HAVRE DE GRACE,USA,-76.083333,39.533333
GIBARA,CUB,-76.116667,21.116667
SACKETS HARBOR,USA,-76.116667,43.95
CHAUMONT,USA,-76.133333,44.066667
GANANOQUE,CAN,-76.166667,44.333333
TAMBO DE MORA,PER,-76.1851,-13.45816613
ROCK SOUND,BHS,-76.1928,24.880534
ELIZABETH,USA,-76.2162,36.293934
ELIZABETH CITY,USA,-76.216667,36.3
PISCO,PER,-76.218717,-13.709889
PUERTO DE PISCO,PER,-76.22196702,-13.73305556
COLUMBIA,USA,-76.25,35.916667
GENERAL SAN MARTIN,PER,-76.291611,-13.802713
NORFOLK,USA,-76.3,36.85
PORT MORANT,JAM,-76.3138,17.88973387
HAMPTON-NEWPORT NEWS-WILLIAMSB.,USA,-76.3214,36.845934
SEWELLS POINT,USA,-76.3324,36.955534
CAPE VINCENT,USA,-76.3371,44.13033387
NEWPORT NEWS,USA,-76.433333,36.966667
WOLFE ISLAND,CAN,-76.433333,44.2
NORFOLK-NEWPORT NEWS,USA,-76.4452,36.977934
PORT ANTONIO,JAM,-76.45,18.183333
SOLOMONS ISLAND,USA,-76.45,38.316667
HERTFORD,USA,-76.466667,36.183333
PORT ANNAPOLIS,USA,-76.47426384,38.965
ANNAPOLIS,USA,-76.483333,38.983333
SPARROWS POINT,USA,-76.4918,39.200534
YORKTOWN,USA,-76.5,37.233333
OSWEGO,USA,-76.516667,43.466667
PINEY POINT,USA,-76.533333,38.133333
CAPE DORSET HARBOR,CAN,-76.55,64.233333
BALTIMORE,USA,-76.583333,39.266667
PUERTO PADRE,CUB,-76.599944,21.201441
BELHAVEN,USA,-76.616667,35.616667
EDENTON,USA,-76.616667,36.05
BEAUFORT,USA,-76.666667,34.716667
MOREHEAD CITY,USA,-76.7,34.716667
TURBO,COL,-76.73191,8.089288
MILLHAVEN,CAN,-76.733333,44.2
UNKNOWN_452,CAN,-76.75,72.75
BAYBORO,USA,-76.766667,35.15
KINGSTON,JAM,-76.783333,17.966667
WEST POINT,USA,-76.8,37.533333
MANATI,CUB,-76.825709,21.358527
PORT ROYAL,JAM,-76.843285,17.936557
TAPPAHANNOCK,USA,-76.855,37.92073387
SODUS BAY,USA,-76.983333,43.266667
CONCHAN OIL TERMINAL,PER,-77,-12.166667
PUERTO DE CONCHAN,PER,-77.02550059,-12.16416667
WASHINGTON D.C.,USA,-77.033333,38.866667
NEW BERN,USA,-77.05,35.1
WASHINGTON,USA,-77.05,35.55
PORT OF SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA,COL,-77.05335689,3.883055556
BUENAVENTURA,COL,-77.078408,3.892442
OCHO RIOS,JAM,-77.116667,18.416667
LA PAMPILLA OIL TERMINAL,PER,-77.133333,-11.933333
PORT ESQUIVEL,JAM,-77.133333,17.883333
SWANSBORO,USA,-77.133333,34.683333
LA PAMPILLA,PER,-77.134731,-11.956546
PUERTO DE LA PAMPILLA,PER,-77.13651355,-11.95861111
CALLAO,PER,-77.143809,-12.048732
PUERTO DEL CALLAO,PER,-77.15,-12.05
ROCKY POINT,JAM,-77.15,17.816667
LA PAMPILLA TERMINAL,PER,-77.15335689,-11.92416667
SALT RIVER,JAM,-77.1631,17.81783387
PORT OF ANCON,PER,-77.17532391,-11.77166667
BAHIA DE ANCON,PER,-77.183333,-11.75
PASTELILLO,CUB,-77.21042,21.544022
CHANCAY,PER,-77.25,-11.583333
NUEVITAS,CUB,-77.26611,21.532186
NUEVITAS BAY,CUB,-77.266667,21.55
PUERTO DE CHANCAY,PER,-77.27020024,-11.57916667
HOPEWELL,USA,-77.2835,37.30593387
PILON,CUB,-77.320687,19.901924
CEIBA HUECA,CUB,-77.325575,20.224137
NASSAU,BHS,-77.3337,25.077134
BELLEVILLE,CAN,-77.3758,44.152234
PORT RHOADES,JAM,-77.3974,18.46053387
UNKNOWN_2740,JAM,-77.41,18.46
DISCOVERY BAY,JAM,-77.416667,18.466667
WARWICK,USA,-77.416667,37.45
RICHMOND,USA,-77.416667,37.533333
MEDIA LUNA,CUB,-77.441904,20.158702
FREDERICKSBURG,USA,-77.45,38.3
RIO BUENO,JAM,-77.466667,18.466667
CLIFTON PIER,BHS,-77.55,25
CLIFTON POINT,BHS,-77.5597,25.012134
NIQUERO,CUB,-77.586939,20.049937
PORT KAISER,JAM,-77.6,17.866667
HUACHO,PER,-77.614737,-11.123304
PUERTO DE HUACHO,PER,-77.616667,-11.116667
GUAYABAL,CUB,-77.618303,20.68435
PUERTO SUPE,PER,-77.733333,-10.8
SUPE,PER,-77.74545,-10.800437
ANDROS TOWN,BHS,-77.8025,24.711734
WRIGHTSVILLE,USA,-77.816667,34.216667
PUERTO DE PARAMONGA,PER,-77.82479388,-10.67972222
PARAMONGA,PER,-77.827837,-10.682676
EL REAL,PAN,-77.8475,8.201433868
BLACK RIVER,JAM,-77.8561,18.02273387
MONTEGO BAY,JAM,-77.933333,18.466667
WILMINGTON,USA,-77.95,34.233333
CAPE FEAR,USA,-77.9671,33.843034
SANTA CRUZ DEL SUR,CUB,-77.982078,20.703618
LA PALMA,PAN,-78.0038,8.224133868
INOUKJOUAC,CAN,-78.1,58.466667
SAVANNAH LA MAR,JAM,-78.133333,18.2
SAVANNA LA MAR,JAM,-78.1513,18.20793387
PUNTA LOBITOS (BAHIA DE HUARMEY),PER,-78.16666667,-10.1
BAHIA DE HUARMEY,PER,-78.166667,-10.1
COBOURG,CAN,-78.166667,43.95
LUCEA,JAM,-78.170772,18.446287
HUARMEY,PER,-78.171182,-10.097376
PUERTO DE HUARMEY,PER,-78.17567727,-10.1
SOUTH RIDING POINT,BHS,-78.216667,26.616667
SAMANCO,PER,-78.497936,-9.256106
CHIMBOTE,PER,-78.610723,-9.077404
PUERTO DE CHIMBOTE,PER,-78.616667,-9.083333
TUMACO,COL,-78.78246,1.800947
FREEPORT,BHS,-78.783333,26.516667
OSHAWA,CAN,-78.8286,43.858934
JUCARO,CUB,-78.852861,21.620873
BUFFALO,USA,-78.883333,42.883333
TONAWANDA,USA,-78.883333,43.033333
PORT WHITBY,CAN,-78.933333,43.85
PALO ALTO,CUB,-78.973656,21.596118
SALAVERRY,PER,-78.983333,-8.233333
LEWISTON,USA,-79.0418,43.16213387
YOUNGSTOWN,USA,-79.05,43.25
QUEENSTON,CAN,-79.066667,43.166667
NIAGARA,CAN,-79.066667,43.25
THOROLD,CAN,-79.113,43.044534
TRUJILLO,PER,-79.121166,-8.078818
PORT OF OCEAN CAY,BHS,-79.2024735,25.41805556
PORT WELLER,CAN,-79.2085,43.229134
WELLAND,CAN,-79.2469,42.991834
PORT COLBORNE,CAN,-79.2522,42.876534
DALHOUSIE,CAN,-79.2555,43.201934
PORT DALHOUSIE,CAN,-79.266667,43.216667
ST CATHERINE,CAN,-79.283333,43.183333
DUNKIRK,USA,-79.333333,42.483333
TORONTO,CAN,-79.34838867,43.63488769
PUERTO CHICAMA,PER,-79.436349,-7.695228
PUERTO DE PUERTO CHICAMA,PER,-79.43739694,-7.693611111
CAIBARIEN,CUB,-79.469205,22.527818
TUNAS DE ZAZA,CUB,-79.551424,21.633408
BALBOA,PAN,-79.566667,8.95
PORT MAITLAND,CAN,-79.5686,42.858234
PUERTO DE PACASMAYO,PER,-79.57090695,-7.398055556
PACASMAYO,PER,-79.571824,-7.398185
PORT CREDIT,CAN,-79.5785,43.546834
CLARKSON,CAN,-79.6,43.500134
PARAISO,PAN,-79.6272,9.026633868
PORTUARIA DE ESMERALDAS,ECU,-79.64269729,0.989444444
ESMERALDAS,ECU,-79.644341,0.984604
BALAO,ECU,-79.648079,0.989153
OAKVILLE,CAN,-79.6606,43.436734
VACAMONTE,PAN,-79.66666667,8.866666667
TEPRE TERMINAL,ECU,-79.66666667,1.016666667
PUNTA VACA MONTE,PAN,-79.666667,8.85
BALAO TERMINAL,ECU,-79.67338045,1.023055556
BRONTE,CAN,-79.716667,43.4
WAUBAUSHENE,CAN,-79.716667,44.766667
PORT SEVERN,CAN,-79.716667,44.8
CAYMAN BRAC,CYM,-79.75,19.75
PORT MCNICOLL,CAN,-79.8,44.75
BAHIA LAS MINAS,PAN,-79.81420898,9.392700195
BAHIA DE LAS MINAS,PAN,-79.816667,9.4
VICTORIA HARBOUR,CAN,-79.816667,44.75
PAYARDI,PAN,-79.8276,9.394933868
TIFFIN,CAN,-79.85,44.75
PUERTO DE ETEN,PER,-79.86755006,-6.935277778
ETEN,PER,-79.869573,-6.927579
DURAN,ECU,-79.8761,-2.184866
PUERTO COLON,PAN,-79.883333,9.366667
MANZANILLO INTERNATIONAL TERMINAL,PAN,-79.88457008,9.363611111
COLON CONTAINER TERMINAL,PAN,-79.88510012,9.373333333
GUAYAQUIL,ECU,-79.886744,-2.232365
PUERTO MARITIMO DE GUAYAQUIL,ECU,-79.9,-2.283333
CRISTOBAL,PAN,-79.9052,9.347133868
PUNA,ECU,-79.912515,-2.735134
GATUN,PAN,-79.9154,9.263633868
PUERTO CRISTOBAL,PAN,-79.916667,9.35
CHARLESTON,USA,-79.916667,32.783333
MIDLAND,CAN,-79.916667,44.75
PORT CHARLESTON,USA,-79.92355713,32.82222222
PIMENTAL,PER,-79.933333,-6.833333
PENETANGUISHENE,CAN,-79.933333,44.766667
PUERTO DE PIMENTEL,PER,-79.9368669,-6.8375
PIMENTEL,PER,-79.937908,-6.835716
CASILDA,CUB,-79.989831,21.752771
PORT OF PUERTO BOL\xcdVAR,ECU,-80.00229682,-3.2625
ISABELA DE SAGUA,CUB,-80.012297,22.939971
PARRY SOUND,CAN,-80.036,45.329934
PALM BEACH,USA,-80.05,26.766667
ERIE,USA,-80.1,42.15
DEPOT HARBOUR,CAN,-80.1,45.316667
PORT EVERGLADES,USA,-80.116667,26.1
PORT DOVER,CAN,-80.1816,42.780734
MIAMI,USA,-80.183333,25.783333
FORT PIERCE,USA,-80.316667,27.466667
BAHIA DE CARAQUEZ,ECU,-80.424042,-0.611271
THORNBURY,CAN,-80.45,44.566667
CIENFUEGOS,CUB,-80.456285,22.14121
AGUADULCE,PAN,-80.4757,8.215833868
CONNEAUT,USA,-80.55,41.966667
BYNG INLET,CAN,-80.566667,45.766667
MEAFORD,CAN,-80.6,44.616667
PORT CANAVERAL,USA,-80.6047,28.40443387
CANAVERAL HARBOR,USA,-80.616667,28.7
ZORRITOS,PER,-80.654055,-3.667594
MOOSONEE,CAN,-80.6639,51.267134
BAHIA DE MANTA,ECU,-80.716667,-0.95
MANTA,ECU,-80.726267,-0.938795
KEY HARBOUR,CAN,-80.75,45.883333
ASHTABULA,USA,-80.8,41.9
SALINAS,ECU,-80.81046,-2.156062
OWEN SOUND,CAN,-80.9255,44.584334
PUERTO BAYOVAR,PER,-81.05,-5.833333
PORT OF BAYOVAR,PER,-81.05265018,-5.793333333
SAVANNAH,USA,-81.083333,32.083333
PAITA,PER,-81.107015,-5.083998
LOS ORGANOS,PER,-81.1238,-4.170266
WIARTON,CAN,-81.133333,44.75
PORT WENTWORTH,USA,-81.1652,32.19203387
CARDENAS,CUB,-81.194933,23.04682
PUERTO DE CABO BLANCO,PER,-81.22550059,-4.250277778
CABO BLANCO,PER,-81.230597,-4.250512
PUERTO CABO BLANCO,PER,-81.233333,-4.25
LIONS HEAD,CAN,-81.25,44.983333
PUERTO DE LOBITOS,PER,-81.2746172,-4.45
TALARA,PER,-81.2821,-4.575666
CALETA LOBITOS,PER,-81.283333,-4.45
FAIRPORT,USA,-81.3,41.766667
NEGRITOS,PER,-81.3064,-4.651016
ST AUGUSTINE,USA,-81.316667,29.9
GEORGE TOWN,CYM,-81.34381104,19.29589844
GEORGETOWN,CYM,-81.383333,19.3
PORT ELGIN,CAN,-81.4,44.433333
MAYPORT,USA,-81.433333,30.4
DARIEN,USA,-81.433333,31.366667
PORT OF FERNANDINA,USA,-81.45777385,30.68111111
FERNANDINA BEACH,USA,-81.466667,30.683333
BRUNSWICK,USA,-81.5,31.15
KILLARNEY,CAN,-81.516667,45.966667
KINGS BAY,USA,-81.5248,30.806534
FORT ALBANY,CAN,-81.6211,52.233134
JACKSONVILLE,USA,-81.65,30.316667
CLEVELAND,USA,-81.716667,41.5
GODERICH,CAN,-81.7232,43.749134
UNKNOWN_2858,PAN,-81.78,8.2
MANITOWANING,CAN,-81.8,45.75
KEY WEST,USA,-81.816667,24.55
RONDEAU,CAN,-81.9,42.266667
SHEGUIANDAH,CAN,-81.916667,45.9
LITTLE CURRENT,CAN,-81.933333,45.983333
PINE ISLAND,USA,-82.0996,26.600134
CHIRIQUI GRANDE,PAN,-82.116667,8.95
HONORA,CAN,-82.166667,45.866667
LORAIN,USA,-82.183333,41.466667
BOCAS DEL TORO,PAN,-82.233333,9.333333
EL  PUERTO DE BOCAS DEL TORO,PAN,-82.23757362,9.34
KAGAWONG,CAN,-82.25,45.916667
BOCAGRANDE,USA,-82.258,26.74753387
BOCA GRANDE,USA,-82.333333,26.7
HAVANA,CUB,-82.3460083,23.12011719
HABANA,CUB,-82.347013,23.124127
BAHAI DE LA HABANA,CUB,-82.366667,23.133333
VERMILION,USA,-82.366667,41.433333
ALMIRANTE,PAN,-82.4,9.3
SARNIA,CAN,-82.4073,42.981334
POINT EDWARD,CAN,-82.416667,43
PEDREGAL,PAN,-82.433333,8.35
PORT HURON,USA,-82.433333,43
TAMPA PORT AUTHORITY,USA,-82.43616019,27.93
TAMPA,USA,-82.45,27.916667
COURTRIGHT,CAN,-82.466667,42.816667
GORE BAY,CAN,-82.466667,45.916667
SOMBRA,CAN,-82.483333,42.716667
ST CLAIR,USA,-82.483333,42.816667
MARINE CITY,USA,-82.5,42.716667
WALPOLE ISLAND,CAN,-82.516667,42.616667
ALGONA,CAN,-82.5183,42.616534
PORT TAMPA,USA,-82.5318,27.87913387
SARASOTA,USA,-82.5448,27.33473387
PALMETTO,USA,-82.5473,27.50253387
HURON,USA,-82.55,41.4
PORT MANATEE,USA,-82.566667,27.633333
LEAMINGTON,CAN,-82.6,42.033333
HARBOR BEACH,USA,-82.65,43.85
PELEE I NORTH WHARF,CAN,-82.666667,41.816667
PELEE I WEST DOCK,CAN,-82.683333,41.766667
PORT HOPE,USA,-82.7,43.95
SANDUSKY,USA,-82.716667,41.45
KINGSVILLE,CAN,-82.733333,42.016667
MARIEL,CUB,-82.75,22.983333
TARPON SPRINGS,USA,-82.766667,28.15
NUEVA GERONA,CUB,-82.7867,21.910934
CLEAR,USA,-82.8056,27.962534
PUT IN BAY,USA,-82.816667,41.65
CHARCO AZUL,PAN,-82.866667,8.216667
PUERTO ARMUELLES,PAN,-82.866667,8.266667
PORT CLINTON,USA,-82.933333,41.516667
BLIND RIVER,CAN,-82.9363,46.175434
WINDSOR,CAN,-82.9723,42.324734
UNKNOWN_2855,CRI,-83.01,9.98
CABANAS,CUB,-83.014978,22.983722
PUERTO LIMON,CRI,-83.016667,9.983333
MOIN BAY,CRI,-83.0248,9.952834
DETROIT,USA,-83.033333,42.333333
PUERTO MOIN,CRI,-83.083333,10
AMHERSTBURG,CAN,-83.1075,42.097934
ROUGE RIVER,USA,-83.116667,42.283333
MELDRUM BAY,CAN,-83.116667,45.933333
WYANDOTTE,USA,-83.15,42.2
PUERTO GOLFITO,CRI,-83.16666667,8.637777778
GOLFITO,CRI,-83.166667,8.633333
BAHIA HONDA,CUB,-83.168659,22.970479
HARRISVILLE,USA,-83.2729,44.66733387
AU SABLE,USA,-83.316667,44.4
OSCODA,USA,-83.316667,44.416667
COCKBURN,CAN,-83.316667,45.95
MONROE,USA,-83.333333,41.883333
PUERTO CABEZAS,NIC,-83.385015,14.020042
ALPENA,USA,-83.416667,45.066667
TAWAS CITY,USA,-83.5,44.266667
ALABASTER,USA,-83.55,44.183333
THESSALON,CAN,-83.566667,46.25
EL BLUFF PORT,NIC,-83.68898704,11.99722222
EL BLUFF,NIC,-83.7,12
BLUEFIELDS,NIC,-83.75772,12.01501
CALCITE,USA,-83.783333,45.416667
BRUCE MINES,CAN,-83.783333,46.283333
ROGERS,USA,-83.8158,45.42033387
ROGERS CITY,USA,-83.816667,45.45
HILTON,CAN,-83.883333,46.25
DESBARATS,CAN,-83.916667,46.333333
SAGINAW,USA,-83.933333,43.433333
SANTA LUCIA,CUB,-83.967789,22.672998
RICHARDS LANDING,CAN,-84.033333,46.3
PUERTO QUEPOS,CRI,-84.166667,9.433333
QUEPOS,CRI,-84.1687,9.424033868
SAULT STE MARIE,USA,-84.35,46.5
CHEBOYGAN,USA,-84.466667,45.65
GOULAIS BAY,CAN,-84.5,46.733333
NANISIVIK,CAN,-84.5255,73.066534
NANISIVIK HARBOR,CAN,-84.54305065,73.06861111
BATCHAWANA BAY,CAN,-84.6,46.916667
MACKINAC ISLAND,USA,-84.616667,45.85
CARRABELLE,USA,-84.666667,29.85
MACKINAW CITY,USA,-84.716667,45.783333
