,IMO,start_port,start_country,start_lon,start_lat,end_port,end_country,end_lon,end_lat,route,aux,CO2_kg,start,end,av_speed
535,9776200,felixstowe,GBR,1.310523163,51.95355967,felixstowe,GBR,1.310523163,51.95355967,felixstowe - felixstowe,3,159495.294,2019-03-13 20:00:00,2019-03-18 02:00:00,0.011650485436893206
536,9776200,felixstowe,GBR,1.310523163,51.95355967,felixstowe,GBR,1.310523163,51.95355967,felixstowe - felixstowe,10,103749.36600000001,2019-11-01 16:00:00,2019-11-04 10:00:00,0.022388059701492536
537,9776200,felixstowe,GBR,1.310523163,51.95355967,perama,GRC,23.58601195,37.96036859,felixstowe - perama,4,25157215.327429313,2019-03-18 03:00:00,2019-06-06 12:00:00,13.773514261120475
538,9776200,felixstowe,GBR,1.310523163,51.95355967,perama,GRC,23.58601195,37.96036859,felixstowe - perama,11,4285343.986052506,2019-11-04 11:00:00,2019-11-28 12:00:00,9.388026306364083
539,9776200,felixstowe,GBR,1.310523163,51.95355967,port polnochny,POL,18.716667,54.4,felixstowe - port polnochny,1,1036275.6517014578,2019-02-23 10:00:00,2019-02-28 06:00:00,9.63076923076923
540,9776200,perama,GRC,23.58601195,37.96036859,felixstowe,GBR,1.310523163,51.95355967,perama - felixstowe,9,17338392.063291248,2019-09-02 03:00:00,2019-11-01 15:00:00,13.28534595949858
541,9776200,perama,GRC,23.58601195,37.96036859,perama,GRC,23.58601195,37.96036859,perama - perama,5,61939.92,2019-06-06 13:00:00,2019-06-08 04:00:00,0.027964647627821276
542,9776200,perama,GRC,23.58601195,37.96036859,perama,GRC,23.58601195,37.96036859,perama - perama,8,71230.908,2019-08-31 05:00:00,2019-09-02 02:00:00,0.02826086956521739
543,9776200,perama,GRC,23.58601195,37.96036859,perama,GRC,23.58601195,37.96036859,perama - perama,12,61939.92,2019-11-28 13:00:00,2019-11-30 04:00:00,0.028750000000000005
544,9776200,perama,GRC,23.58601195,37.96036859,port polnochny,POL,18.716667,54.4,perama - port polnochny,6,17689120.110084437,2019-06-08 05:00:00,2019-08-16 12:00:00,12.189184118008503
545,9776200,port polnochny,POL,18.716667,54.4,felixstowe,GBR,1.310523163,51.95355967,port polnochny - felixstowe,2,1118786.600110054,2019-02-28 07:00:00,2019-03-13 19:00:00,4.126131271963664
546,9776200,port polnochny,POL,18.716667,54.4,perama,GRC,23.58601195,37.96036859,port polnochny - perama,7,3621316.740262528,2019-08-16 13:00:00,2019-08-31 04:00:00,11.277365865646138
547,9776212,felixstowe,GBR,1.310523163,51.95355967,felixstowe,GBR,1.310523163,51.95355967,felixstowe - felixstowe,0,55745.928,2019-01-31 10:00:00,2019-02-01 21:00:00,0.03333333333333334
548,9776212,felixstowe,GBR,1.310523163,51.95355967,felixstowe,GBR,1.310523163,51.95355967,felixstowe - felixstowe,3,88590.5965,2019-02-17 23:00:00,2019-02-20 07:00:00,0.10047922120911192
549,9776212,felixstowe,GBR,1.310523163,51.95355967,felixstowe,GBR,1.310523163,51.95355967,felixstowe - felixstowe,7,74654.1145,2019-10-10 02:00:00,2019-10-12 01:00:00,0.08020833333333334
550,9776212,felixstowe,GBR,1.310523163,51.95355967,perama,GRC,23.58601195,37.96036859,felixstowe - perama,4,42356802.208908476,2019-02-20 08:00:00,2019-08-09 10:00:00,12.332043467948703
